Type,Time,Count,DepDelay,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,15minDepDelay,Cancelled,Diverted,Count2,ArrDelay,15minArrDelay
y,2016,1032.0,9.353982300884956,0.4267710371819961,0.0,0.10966731898238748,0.0,0.46356164383561643,0.12790697674418605,0.014534883720930232,0.0009689922480620155,1032.0,6.6328740157480315,0.17344961240310078
m,1,86.0,6.529411764705882,0.5704622322435174,0.0,0.18151071025930102,0.0,0.2480270574971815,0.11627906976744186,0.011627906976744186,0.0,86.0,5.2,0.13953488372093023
m,2,81.0,13.962962962962964,0.35384615384615387,0.0,0.04,0.0,0.6061538461538462,0.1728395061728395,0.0,0.0,81.0,13.345679012345679,0.24691358024691357
m,3,89.0,3.797752808988764,0.05350553505535055,0.0,0.1070110701107011,0.0,0.8394833948339483,0.10112359550561797,0.0,0.0,89.0,7.752808988764045,0.16853932584269662
m,4,85.0,2.364705882352941,0.3081395348837209,0.0,0.18023255813953487,0.0,0.5116279069767442,0.07058823529411765,0.0,0.0,85.0,2.7176470588235295,0.10588235294117647
m,5,86.0,0.47674418604651164,0.1111111111111111,0.0,0.3950617283950617,0.0,0.49382716049382713,0.09302325581395349,0.0,0.0,86.0,3.744186046511628,0.13953488372093023
m,6,86.0,9.976470588235294,0.36302032913843174,0.0,0.13746369796708616,0.0,0.4995159728944821,0.13953488372093023,0.011627906976744186,0.0,86.0,6.988095238095238,0.23255813953488372
m,7,91.0,16.67032967032967,0.27123287671232876,0.0,0.09917808219178083,0.0,0.6295890410958904,0.17582417582417584,0.0,0.01098901098901099,91.0,13.23076923076923,0.21978021978021978
m,8,92.0,8.460674157303371,0.35038363171355497,0.0,0.18073316283034954,0.0,0.46888320545609546,0.14130434782608695,0.03260869565217391,0.0,92.0,6.404494382022472,0.17391304347826086
m,9,83.0,12.641975308641975,0.5105448154657294,0.0,0.016695957820738138,0.0,0.4727592267135325,0.1566265060240964,0.024096385542168676,0.0,83.0,7.2560975609756095,0.2289156626506024
m,10,88.0,8.6875,0.390359168241966,0.0,0.07750472589792061,0.0,0.5321361058601134,0.11363636363636363,0.09090909090909091,0.0,88.0,5.95,0.17045454545454544
m,11,81.0,11.691358024691358,0.8678601875532822,0.0,0.061381074168797956,0.0,0.07075873827791987,0.09876543209876543,0.0,0.0,81.0,-5.283950617283951,0.09876543209876543
m,12,84.0,17.416666666666668,0.5565217391304348,0.0,0.09797101449275362,0.0,0.34550724637681157,0.15476190476190477,0.0,0.0,84.0,11.674698795180722,0.15476190476190477
d,1,153.0,9.651315789473685,0.5555555555555556,0.0,0.0998389694041868,0.0,0.3446054750402576,0.13071895424836602,0.006535947712418301,0.0,153.0,1.5430463576158941,0.11764705882352941
d,2,155.0,10.61038961038961,0.3359628770301624,0.0,0.12064965197215777,0.0,0.5433874709976798,0.14193548387096774,0.0064516129032258064,0.0,155.0,7.670967741935484,0.1870967741935484
d,3,156.0,7.006410256410256,0.4357615894039735,0.0,0.09072847682119205,0.0,0.4735099337748344,0.10256410256410256,0.0,0.00641025641025641,156.0,6.7612903225806456,0.16025641025641027
d,4,154.0,5.7254901960784315,0.5127118644067796,0.0,0.1370056497175141,0.0,0.3502824858757062,0.14285714285714285,0.006493506493506494,0.0,154.0,5.171052631578948,0.19480519480519481
d,5,156.0,12.486666666666666,0.37729101475189986,0.0,0.08627626285203398,0.0,0.5364327223960662,0.15384615384615385,0.038461538461538464,0.0,156.0,11.953333333333333,0.20512820512820512
